Border,Date,Measure,Value,Average
US-Canada Border,12/01/2005 12:00:00 AM,Personal Vehicles,2232428,2899872.0
US-Canada Border,12/01/2005 12:00:00 AM,Trucks,501553,546298.0
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Full,433899,391172.0
US-Mexico Border,12/01/2005 12:00:00 AM,Trucks,381580,349108.0
US-Mexico Border,12/01/2005 12:00:00 AM,Bus Passengers,283645,273056.0
US-Mexico Border,12/01/2005 12:00:00 AM,Truck Containers Full,242781,195204.0
US-Canada Border,12/01/2005 12:00:00 AM,Bus Passengers,212874,346101.0
US-Mexico Border,12/01/2005 12:00:00 AM,Truck Containers Empty,135546,143800.0
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Full,120428,92468.0
US-Canada Border,12/01/2005 12:00:00 AM,Truck Containers Empty,75459,65711.0
US-Canada Border,12/01/2005 12:00:00 AM,Rail Containers Empty,38822,30150.0
US-Mexico Border,12/01/2005 12:00:00 AM,Rail Containers Empty,37319,23743.0
US-Mexico Border,12/01/2005 12:00:00 AM,Rail Containers Full,29308,20006.0
US-Canada Border,12/01/2005 12:00:00 AM,Pedestrians,24215,59931.0
US-Mexico Border,12/01/2005 12:00:00 AM,Buses,22946,21735.0
US-Canada Border,12/01/2005 12:00:00 AM,Train Passengers,15162,20294.0
US-Canada Border,12/01/2005 12:00:00 AM,Buses,8068,14033.0
US-Canada Border,12/01/2005 12:00:00 AM,Trains,2953,2771.0
US-Mexico Border,12/01/2005 12:00:00 AM,Train Passengers,1724,1217.0
US-Mexico Border,12/01/2005 12:00:00 AM,Trains,823,617.0
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,14801205,17289968.0
US-Mexico Border,11/01/2005 12:00:00 AM,Personal Vehicles,7436896,7142217.0
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicle Passengers,4359334,6645969.0
US-Mexico Border,11/01/2005 12:00:00 AM,Pedestrians,3660365,3849494.0
US-Canada Border,11/01/2005 12:00:00 AM,Personal Vehicles,2215430,2905672.0
US-Canada Border,11/01/2005 12:00:00 AM,Trucks,570492,546093.0
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Full,495925,390284.0
US-Mexico Border,11/01/2005 12:00:00 AM,Trucks,409006,348601.0
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Full,266314,194601.0
US-Canada Border,11/01/2005 12:00:00 AM,Bus Passengers,263160,346804.0
US-Mexico Border,11/01/2005 12:00:00 AM,Bus Passengers,206340,273622.0
US-Mexico Border,11/01/2005 12:00:00 AM,Truck Containers Empty,138194,143847.0
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Full,123395,92206.0
US-Canada Border,11/01/2005 12:00:00 AM,Truck Containers Empty,81139,65580.0
US-Canada Border,11/01/2005 12:00:00 AM,Rail Containers Empty,41728,30052.0
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Empty,35137,23646.0
US-Mexico Border,11/01/2005 12:00:00 AM,Rail Containers Full,29319,19927.0
US-Canada Border,11/01/2005 12:00:00 AM,Pedestrians,28277,60199.0
US-Mexico Border,11/01/2005 12:00:00 AM,Buses,20484,21745.0
US-Canada Border,11/01/2005 12:00:00 AM,Train Passengers,13409,20352.0
US-Canada Border,11/01/2005 12:00:00 AM,Buses,10000,14067.0
US-Canada Border,11/01/2005 12:00:00 AM,Trains,2904,2770.0
US-Mexico Border,11/01/2005 12:00:00 AM,Train Passengers,1657,1213.0
US-Mexico Border,11/01/2005 12:00:00 AM,Trains,878,615.0
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,14948070,17309984.0
US-Mexico Border,10/01/2005 12:00:00 AM,Personal Vehicles,7569204,7138568.0
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicle Passengers,5084051,6659319.0
US-Mexico Border,10/01/2005 12:00:00 AM,Pedestrians,3505276,3852436.0
US-Canada Border,10/01/2005 12:00:00 AM,Personal Vehicles,2523606,2908938.0
US-Canada Border,10/01/2005 12:00:00 AM,Trucks,593744,545686.0
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Full,520395,389172.0
US-Mexico Border,10/01/2005 12:00:00 AM,Trucks,406766,348104.0
US-Canada Border,10/01/2005 12:00:00 AM,Bus Passengers,344484,346824.0
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Full,264197,194006.0
US-Mexico Border,10/01/2005 12:00:00 AM,Bus Passengers,219145,274087.0
US-Mexico Border,10/01/2005 12:00:00 AM,Truck Containers Empty,141677,143866.0
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Full,127130,91907.0
US-Canada Border,10/01/2005 12:00:00 AM,Truck Containers Empty,82945,65432.0
US-Canada Border,10/01/2005 12:00:00 AM,Pedestrians,61257,60190.0
US-Canada Border,10/01/2005 12:00:00 AM,Rail Containers Empty,40457,29963.0
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Empty,33406,23563.0
US-Mexico Border,10/01/2005 12:00:00 AM,Rail Containers Full,31925,19824.0
US-Mexico Border,10/01/2005 12:00:00 AM,Buses,21630,21746.0
US-Canada Border,10/01/2005 12:00:00 AM,Train Passengers,15395,20395.0
US-Canada Border,10/01/2005 12:00:00 AM,Buses,12533,14081.0
US-Canada Border,10/01/2005 12:00:00 AM,Trains,3054,2768.0
US-Mexico Border,10/01/2005 12:00:00 AM,Train Passengers,1666,1209.0
US-Mexico Border,10/01/2005 12:00:00 AM,Trains,861,613.0
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,14370751,17335322.0
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,7269953,7137435.0
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,5445304,6669785.0
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,3188385,3858160.0
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,2693008,2910799.0
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,580446,545386.0
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,505336,388171.0
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,454160,345899.0
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,390992,347734.0
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,253974,193489.0
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,190161,274811.0
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,135819,143935.0
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,118157,91681.0
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,84573,65267.0
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,55313,60232.0
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,38882,29886.0
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,31647,23493.0
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,27603,19757.0
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,24526,20359.0
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19847,21763.0
US-Canada Border,09/01/2005 12:00:00 AM,Buses,17042,14055.0
US-Canada Border,09/01/2005 12:00:00 AM,Trains,2779,2768.0
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,1498,1207.0
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,809,611.0
US-Mexico Border,08/01/2005 12:00:00 AM,Personal Vehicle Passengers,15654189,17349941.0
US-Mexico Border,08/01/2005 12:00:00 AM,Personal Vehicles,7666158,7132838.0
US-Canada Border,08/01/2005 12:00:00 AM,Personal Vehicle Passengers,7293226,6664363.0
US-Mexico Border,08/01/2005 12:00:00 AM,Pedestrians,3990529,3857009.0
US-Canada Border,08/01/2005 12:00:00 AM,Personal Vehicles,3348448,2906993.0
US-Canada Border,08/01/2005 12:00:00 AM,Trucks,619513,544742.0
US-Canada Border,08/01/2005 12:00:00 AM,Truck Containers Full,535478,386890.0
US-Canada Border,08/01/2005 12:00:00 AM,Bus Passengers,432937,345142.0
US-Mexico Border,08/01/2005 12:00:00 AM,Trucks,407199,347217.0
US-Mexico Border,08/01/2005 12:00:00 AM,Truck Containers Full,259175,192918.0
US-Mexico Border,08/01/2005 12:00:00 AM,Bus Passengers,253086,275000.0
US-Mexico Border,08/01/2005 12:00:00 AM,Truck Containers Empty,145245,143924.0
US-Canada Border,08/01/2005 12:00:00 AM,Rail Containers Full,118686,91446.0
US-Canada Border,08/01/2005 12:00:00 AM,Pedestrians,118323,59727.0
US-Canada Border,08/01/2005 12:00:00 AM,Truck Containers Empty,87552,65073.0
US-Canada Border,08/01/2005 12:00:00 AM,Rail Containers Empty,40829,29791.0
US-Canada Border,08/01/2005 12:00:00 AM,Train Passengers,33596,20244.0
US-Mexico Border,08/01/2005 12:00:00 AM,Rail Containers Empty,32756,23413.0
US-Mexico Border,08/01/2005 12:00:00 AM,Rail Containers Full,27666,19688.0
US-Mexico Border,08/01/2005 12:00:00 AM,Buses,22100,21760.0
US-Canada Border,08/01/2005 12:00:00 AM,Buses,18418,14017.0
US-Canada Border,08/01/2005 12:00:00 AM,Trains,2595,2769.0
US-Mexico Border,08/01/2005 12:00:00 AM,Train Passengers,1597,1203.0
US-Mexico Border,08/01/2005 12:00:00 AM,Trains,806,610.0
US-Mexico Border,07/01/2005 12:00:00 AM,Personal Vehicle Passengers,16350161,17358711.0
US-Mexico Border,07/01/2005 12:00:00 AM,Personal Vehicles,7759514,7127340.0
US-Canada Border,07/01/2005 12:00:00 AM,Personal Vehicle Passengers,7544408,6656644.0
US-Mexico Border,07/01/2005 12:00:00 AM,Pedestrians,3862272,3856963.0
US-Canada Border,07/01/2005 12:00:00 AM,Personal Vehicles,3412268,2902561.0
US-Canada Border,07/01/2005 12:00:00 AM,Trucks,505642,545085.0
US-Canada Border,07/01/2005 12:00:00 AM,Truck Containers Full,440255,386422.0
US-Canada Border,07/01/2005 12:00:00 AM,Bus Passengers,415110,344528.0
US-Mexico Border,07/01/2005 12:00:00 AM,Trucks,361828,347089.0
US-Mexico Border,07/01/2005 12:00:00 AM,Bus Passengers,360213,274252.0
US-Mexico Border,07/01/2005 12:00:00 AM,Truck Containers Full,231204,192582.0
US-Mexico Border,07/01/2005 12:00:00 AM,Truck Containers Empty,135959,143994.0
US-Canada Border,07/01/2005 12:00:00 AM,Rail Containers Full,116478,91227.0
US-Canada Border,07/01/2005 12:00:00 AM,Pedestrians,115891,59234.0
US-Canada Border,07/01/2005 12:00:00 AM,Truck Containers Empty,75749,64980.0
US-Canada Border,07/01/2005 12:00:00 AM,Rail Containers Empty,42600,29678.0
US-Canada Border,07/01/2005 12:00:00 AM,Train Passengers,35092,20114.0
US-Mexico Border,07/01/2005 12:00:00 AM,Rail Containers Empty,28324,23370.0
US-Mexico Border,07/01/2005 12:00:00 AM,Rail Containers Full,24603,19645.0
US-Mexico Border,07/01/2005 12:00:00 AM,Buses,22871,21750.0
US-Canada Border,07/01/2005 12:00:00 AM,Buses,16992,13991.0
US-Canada Border,07/01/2005 12:00:00 AM,Trains,2574,2771.0
US-Mexico Border,07/01/2005 12:00:00 AM,Train Passengers,1200,1203.0
US-Mexico Border,07/01/2005 12:00:00 AM,Trains,773,608.0
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,15208613,17377738.0
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,7579806,7123336.0
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,5680322,6665284.0
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,3706847,3858292.0
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,2768514,2903747.0
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,599366,544604.0
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,516939,385267.0
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,402530,346598.0
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,377301,344238.0
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,284195,274164.0
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,261973,191968.0
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,136352,144061.0
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,115867,91008.0
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,82825,64822.0
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,46147,59350.0
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,41533,29573.0
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,29985,20026.0
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,29104,23319.0
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,28567,19566.0
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,21652,21751.0
US-Canada Border,06/01/2005 12:00:00 AM,Buses,15819,13975.0
US-Canada Border,06/01/2005 12:00:00 AM,Trains,2543,2773.0
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,1458,1201.0
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,746,607.0
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,15933763,17390631.0
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicles,7820784,7117109.0
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,5024455,6679934.0
US-Mexico Border,05/01/2005 12:00:00 AM,Pedestrians,3735725,3859386.0
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicles,2532348,2907063.0
US-Canada Border,05/01/2005 12:00:00 AM,Trucks,596880,544137.0
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Full,509091,384161.0
US-Mexico Border,05/01/2005 12:00:00 AM,Trucks,396384,346154.0
US-Canada Border,05/01/2005 12:00:00 AM,Bus Passengers,388037,343847.0
US-Mexico Border,05/01/2005 12:00:00 AM,Bus Passengers,268499,274215.0
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Full,259426,191366.0
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Empty,134434,144147.0
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Full,121928,90732.0
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Empty,77594,64708.0
US-Canada Border,05/01/2005 12:00:00 AM,Pedestrians,54966,59389.0
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Empty,42790,29455.0
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Empty,34214,23222.0
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Full,29946,19474.0
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,20772,20020.0
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,20329,21763.0
US-Canada Border,05/01/2005 12:00:00 AM,Buses,15248,13963.0
US-Canada Border,05/01/2005 12:00:00 AM,Trains,2785,2773.0
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,1267,1200.0
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,834,605.0
US-Mexico Border,04/01/2005 12:00:00 AM,Personal Vehicle Passengers,15181464,17410533.0
US-Mexico Border,04/01/2005 12:00:00 AM,Personal Vehicles,7636766,7112428.0
US-Canada Border,04/01/2005 12:00:00 AM,Personal Vehicle Passengers,4625786,6698440.0
US-Mexico Border,04/01/2005 12:00:00 AM,Pedestrians,3890340,3859107.0
US-Canada Border,04/01/2005 12:00:00 AM,Personal Vehicles,2289369,2912628.0
US-Canada Border,04/01/2005 12:00:00 AM,Trucks,561750,543979.0
US-Canada Border,04/01/2005 12:00:00 AM,Truck Containers Full,472244,383368.0
US-Mexico Border,04/01/2005 12:00:00 AM,Trucks,395480,345709.0
US-Canada Border,04/01/2005 12:00:00 AM,Bus Passengers,291100,344322.0
US-Mexico Border,04/01/2005 12:00:00 AM,Bus Passengers,276711,274192.0
US-Mexico Border,04/01/2005 12:00:00 AM,Truck Containers Full,264148,190710.0
US-Mexico Border,04/01/2005 12:00:00 AM,Truck Containers Empty,136653,144215.0
US-Canada Border,04/01/2005 12:00:00 AM,Rail Containers Full,125298,90421.0
US-Canada Border,04/01/2005 12:00:00 AM,Truck Containers Empty,75054,64614.0
US-Canada Border,04/01/2005 12:00:00 AM,Rail Containers Empty,39314,29367.0
US-Canada Border,04/01/2005 12:00:00 AM,Pedestrians,37191,59589.0
US-Mexico Border,04/01/2005 12:00:00 AM,Rail Containers Empty,33630,23128.0
US-Mexico Border,04/01/2005 12:00:00 AM,Rail Containers Full,30566,19374.0
US-Mexico Border,04/01/2005 12:00:00 AM,Buses,21209,21768.0
US-Canada Border,04/01/2005 12:00:00 AM,Train Passengers,13186,20081.0
US-Canada Border,04/01/2005 12:00:00 AM,Buses,11480,13986.0
US-Canada Border,04/01/2005 12:00:00 AM,Trains,2769,2773.0
US-Mexico Border,04/01/2005 12:00:00 AM,Train Passengers,1446,1198.0
US-Mexico Border,04/01/2005 12:00:00 AM,Trains,787,603.0
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,16467485,17419106.0
US-Mexico Border,03/01/2005 12:00:00 AM,Personal Vehicles,7931685,7104980.0
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,4753856,6716118.0
US-Mexico Border,03/01/2005 12:00:00 AM,Pedestrians,4527151,3853034.0
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicles,2336282,2917868.0
US-Canada Border,03/01/2005 12:00:00 AM,Trucks,591197,543549.0
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Full,495892,382345.0
US-Mexico Border,03/01/2005 12:00:00 AM,Trucks,397724,345236.0
US-Mexico Border,03/01/2005 12:00:00 AM,Bus Passengers,325525,273726.0
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Full,255704,190119.0
US-Canada Border,03/01/2005 12:00:00 AM,Bus Passengers,238103,345288.0
US-Mexico Border,03/01/2005 12:00:00 AM,Truck Containers Empty,138427,144267.0
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Full,131631,90046.0
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Empty,83435,64443.0
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Empty,39818,29272.0
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Empty,33093,23037.0
US-Canada Border,03/01/2005 12:00:00 AM,Pedestrians,28760,59869.0
US-Mexico Border,03/01/2005 12:00:00 AM,Rail Containers Full,28642,19289.0
US-Mexico Border,03/01/2005 12:00:00 AM,Buses,23260,21755.0
US-Canada Border,03/01/2005 12:00:00 AM,Train Passengers,13025,20145.0
US-Canada Border,03/01/2005 12:00:00 AM,Buses,9705,14025.0
US-Canada Border,03/01/2005 12:00:00 AM,Trains,2724,2773.0
US-Mexico Border,03/01/2005 12:00:00 AM,Train Passengers,1564,1195.0
US-Mexico Border,03/01/2005 12:00:00 AM,Trains,762,602.0
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,14152069,17449079.0
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicles,7105436,7104976.0
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,4018713,6740865.0
US-Mexico Border,02/01/2005 12:00:00 AM,Pedestrians,3751922,3853962.0
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicles,2002740,2926263.0
US-Canada Border,02/01/2005 12:00:00 AM,Trucks,528576,543687.0
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Full,439088,381824.0
US-Mexico Border,02/01/2005 12:00:00 AM,Trucks,366633,345040.0
US-Mexico Border,02/01/2005 12:00:00 AM,Bus Passengers,242777,274010.0
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Full,236832,189691.0
US-Canada Border,02/01/2005 12:00:00 AM,Bus Passengers,222414,346415.0
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Empty,128703,144410.0
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Full,124427,89731.0
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Empty,74752,64349.0
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Empty,38299,29189.0
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Empty,29488,22978.0
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Full,25814,19230.0
US-Canada Border,02/01/2005 12:00:00 AM,Pedestrians,21018,60226.0
US-Mexico Border,02/01/2005 12:00:00 AM,Buses,19845,21772.0
US-Canada Border,02/01/2005 12:00:00 AM,Train Passengers,10858,20230.0
US-Canada Border,02/01/2005 12:00:00 AM,Buses,8988,14071.0
US-Canada Border,02/01/2005 12:00:00 AM,Trains,2579,2775.0
US-Mexico Border,02/01/2005 12:00:00 AM,Train Passengers,1358,1193.0
US-Mexico Border,02/01/2005 12:00:00 AM,Trains,682,601.0
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,15981994,17462663.0
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicles,7769574,7098822.0
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,3973275,6766491.0
US-Mexico Border,01/01/2005 12:00:00 AM,Pedestrians,3769098,3854747.0
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicles,1997242,2934866.0
US-Canada Border,01/01/2005 12:00:00 AM,Trucks,534785,543769.0
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Full,454405,381152.0
US-Mexico Border,01/01/2005 12:00:00 AM,Trucks,361479,344888.0
US-Mexico Border,01/01/2005 12:00:00 AM,Bus Passengers,259482,274144.0
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Full,235746,189264.0
US-Canada Border,01/01/2005 12:00:00 AM,Bus Passengers,215178,347630.0
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Empty,139079,144459.0
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Full,114591,89501.0
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Empty,75420,64246.0
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Empty,37469,29112.0
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Empty,34830,22868.0
US-Canada Border,01/01/2005 12:00:00 AM,Pedestrians,22462,60575.0
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Full,21652,19207.0
US-Mexico Border,01/01/2005 12:00:00 AM,Buses,20223,21787.0
US-Canada Border,01/01/2005 12:00:00 AM,Train Passengers,10752,20318.0
US-Canada Border,01/01/2005 12:00:00 AM,Buses,9161,14116.0
US-Canada Border,01/01/2005 12:00:00 AM,Trains,2548,2777.0
US-Mexico Border,01/01/2005 12:00:00 AM,Train Passengers,1398,1191.0
US-Mexico Border,01/01/2005 12:00:00 AM,Trains,697,600.0
US-Mexico Border,12/01/2004 12:00:00 AM,Personal Vehicle Passengers,16991865,17467063.0
US-Mexico Border,12/01/2004 12:00:00 AM,Personal Vehicles,8074001,7089708.0
